date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:31:40	359352/359352	---MCZ	200	added ('OK')	text/html	etag:%22294689839f16d306f39b4074e4b8ea62-ssl-df%22	https://sellzy-preview.netlify.app/banner-list-without-sidebar-2col	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/banner-list-without-sidebar-2col.html	(from https://sellzy-preview.netlify.app/)
22:31:42	526568/526568	---MCZ	200	added ('OK')	text/html	etag:%22c71b8045c19c08f001436a840549a1d1-ssl-df%22	https://sellzy-preview.netlify.app/banner-category-filter-3col	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/banner-category-filter-3col.html	(from https://sellzy-preview.netlify.app/)
22:31:43	548311/548311	---MCZ	200	added ('OK')	text/html	etag:%22f54d5ef0f12d1228ad3cc11c3257fd79-ssl-df%22	https://sellzy-preview.netlify.app/banner-category-filter-4col	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/banner-category-filter-4col.html	(from https://sellzy-preview.netlify.app/)
22:31:43	640177/640177	---MCZ	200	added ('OK')	text/html	etag:%226515d894d56b27312aef2bac227cac61-ssl-df%22	https://sellzy-preview.netlify.app/banner-category-filter-5col	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/banner-category-filter-5col.html	(from https://sellzy-preview.netlify.app/)
22:31:44	718489/718489	---MCZ	200	added ('OK')	text/html	etag:%2218ec81753a0e644195cdf9d109a361bd-ssl-df%22	https://sellzy-preview.netlify.app/banner-category-filter-6col	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/banner-category-filter-6col.html	(from https://sellzy-preview.netlify.app/)
22:31:45	199779/199779	---MCZ	200	added ('OK')	text/html	etag:%227c150e82a6b3bfa593fb1faf124cbb64-ssl-df%22	https://sellzy-preview.netlify.app/404	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/404.html	(from https://sellzy-preview.netlify.app/)
22:31:45	183521/183521	---MCZ	200	added ('OK')	text/html	etag:%22ad316d8f898df57a1e772532785bec32-ssl-df%22	https://sellzy-preview.netlify.app/coming-soon	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/coming-soon.html	(from https://sellzy-preview.netlify.app/)
22:31:46	236447/236447	---MCZ	200	added ('OK')	text/html	etag:%228b160f551fd41114f01f739a65720922-ssl-df%22	https://sellzy-preview.netlify.app/faq	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/faq.html	(from https://sellzy-preview.netlify.app/)
22:31:46	396192/396192	---MCZ	200	added ('OK')	text/html	etag:%2229f403730888a01ed6b9b47de97ae117-ssl-df%22	https://sellzy-preview.netlify.app/my-account	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/my-account.html	(from https://sellzy-preview.netlify.app/)
22:31:47	264854/264854	---MCZ	200	added ('OK')	text/html	etag:%221aec8cd30cfb7f0abe37d5b3e0b73e39-ssl-df%22	https://sellzy-preview.netlify.app/blog-grid	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/blog-grid.html	(from https://sellzy-preview.netlify.app/)
22:31:48	263633/263633	---MCZ	200	added ('OK')	text/html	etag:%22757a41975d2dc20c490348efe1eee82b-ssl-df%22	https://sellzy-preview.netlify.app/blog-list	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/blog-list.html	(from https://sellzy-preview.netlify.app/)
22:31:49	241834/241834	---MCZ	200	added ('OK')	text/html	etag:%225647446d602e7fa857024b5c0cfab418-ssl-df%22	https://sellzy-preview.netlify.app/blog-details	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/blog-details.html	(from https://sellzy-preview.netlify.app/)
22:31:49	217393/217393	---MCZ	200	added ('OK')	text/html	etag:%226f1b115214cada92fb88b81d40b9bec2-ssl-df%22	https://sellzy-preview.netlify.app/contact	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/contact.html	(from https://sellzy-preview.netlify.app/)
22:31:50	41272/41272	---M--	200	added ('OK')	image/png	etag:%226384e67c7cab407684e376d497a8253d-ssl%22	https://sellzy-preview.netlify.app/assets/images/vitamin-c.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/vitamin-c.png	(from https://sellzy-preview.netlify.app/)
22:31:50	199779/199779	---MCZ	404	error ('Not%20Found')	text/html	etag:1768567125-ssl-df	https://sellzy-preview.netlify.app/images/discount-shape.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/images/discount-shape.3a.delayed	(from https://sellzy-preview.netlify.app/)
22:31:51	45111/45111	---M--	200	added ('OK')	image/png	etag:%2298be372a3a2e4d2345f209c1ca33129a-ssl%22	https://sellzy-preview.netlify.app/assets/images/apple-juice.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/apple-juice.png	(from https://sellzy-preview.netlify.app/)
22:31:51	45629/45629	---M--	200	added ('OK')	image/png	etag:%221f2b20acdc53fb215d0179307f913021-ssl%22	https://sellzy-preview.netlify.app/assets/images/ground-nuts-oil.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/ground-nuts-oil.png	(from https://sellzy-preview.netlify.app/)
22:31:52	57588/57588	---M--	200	added ('OK')	image/png	etag:%222f84574ea4a922fd5521f0dc94e4a6ee-ssl%22	https://sellzy-preview.netlify.app/assets/images/vitamin-c-2.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/vitamin-c-2.png	(from https://sellzy-preview.netlify.app/)
22:31:52	160879/160879	---M--	200	added ('OK')	image/png	etag:%22d4bec3a0ba09e644ad2d15e1002b6a97-ssl%22	https://sellzy-preview.netlify.app/assets/images/temperature-gun-2.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/temperature-gun-2.png	(from https://sellzy-preview.netlify.app/)
22:31:53	29150/29150	---M--	200	added ('OK')	image/png	etag:%22668fa9d7c5c625806b829390e3c01393-ssl%22	https://sellzy-preview.netlify.app/assets/images/aooca.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/aooca.png	(from https://sellzy-preview.netlify.app/)
22:31:53	72550/72550	---M--	200	added ('OK')	image/png	etag:%22b2dde1dd16985e3635b770a5a9d7d961-ssl%22	https://sellzy-preview.netlify.app/assets/images/home-3/watermelon.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/home-3/watermelon.png	(from https://sellzy-preview.netlify.app/)
22:31:54	62852/62852	---M--	200	added ('OK')	image/png	etag:%22b4f85ecfae34ab948fa1a258e7586318-ssl%22	https://sellzy-preview.netlify.app/assets/images/home-3/avocado.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/home-3/avocado.png	(from https://sellzy-preview.netlify.app/)
22:31:54	41076/41076	---M--	200	added ('OK')	image/png	etag:%22841a633079c59db8fd7773429f38317a-ssl%22	https://sellzy-preview.netlify.app/assets/images/home-3/pouch-mockup.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/home-3/pouch-mockup.png	(from https://sellzy-preview.netlify.app/)
22:31:55	58457/58457	---M--	200	added ('OK')	image/png	etag:%22bdaafebfbbfd8cdee3f92974b787e275-ssl%22	https://sellzy-preview.netlify.app/assets/images/home-3/strawberry-snacks.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/home-3/strawberry-snacks.png	(from https://sellzy-preview.netlify.app/)
22:31:56	233757/233757	---M--	200	added ('OK')	image/png	etag:%22c8e72716591fa82738268fa2d2c48cfa-ssl%22	https://sellzy-preview.netlify.app/assets/images/home-3/pomegranate.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/home-3/pomegranate.png	(from https://sellzy-preview.netlify.app/)
22:31:57	4161/4161	---M--	200	added ('OK')	image/png	etag:%22b0c460820087dd89f3227e15e8c7853e-ssl%22	https://sellzy-preview.netlify.app/assets/images/authentication/register-illustration.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/authentication/register-illustration.png	(from https://sellzy-preview.netlify.app/)
22:31:57	266392/266392	---MCZ	200	added ('OK')	text/html	etag:%22774ed98eb780ea03e112eae889b1757f-ssl-df%22	https://sellzy-preview.netlify.app/checkout	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/checkout.html	(from https://sellzy-preview.netlify.app/)
22:31:57	4048/4048	---M--	200	added ('OK')	image/png	etag:%220b2bc370128dada3c0a80c5ab29ae638-ssl%22	https://sellzy-preview.netlify.app/assets/images/authentication/login-illustration.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/authentication/login-illustration.png	(from https://sellzy-preview.netlify.app/)
22:31:58	4228/4228	---M--	200	added ('OK')	image/png	etag:%22b759af0447cff03db0859952362d6f2a-ssl%22	https://sellzy-preview.netlify.app/assets/images/authentication/forgot-password-illustration.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/authentication/forgot-password-illustration.png	(from https://sellzy-preview.netlify.app/)
22:31:58	4202/4202	---M--	200	added ('OK')	image/png	etag:%22913851472498fbba47d7206859edc083-ssl%22	https://sellzy-preview.netlify.app/assets/images/authentication/reset-illustration.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/authentication/reset-illustration.png	(from https://sellzy-preview.netlify.app/)
22:31:59	4155/4155	---M--	200	added ('OK')	image/png	etag:%2220073fb32fc170264b615ce1fd1880ec-ssl%22	https://sellzy-preview.netlify.app/assets/images/authentication/otp-verification-illustration.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/authentication/otp-verification-illustration.png	(from https://sellzy-preview.netlify.app/)
22:31:59	339116/339116	---M--	200	added ('OK')	image/png	etag:%22f7434b2568d29b2c29d1f700955e94d1-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/product-details-18.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/product-details-18.png	(from https://sellzy-preview.netlify.app/)
22:32:01	169896/169896	---M--	200	added ('OK')	image/png	etag:%22dc6dfb6ea6b29ef3278456b5d04836d5-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/product-details-16.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/product-details-16.png	(from https://sellzy-preview.netlify.app/)
22:32:01	159625/159625	---M--	200	added ('OK')	image/png	etag:%22f399e7321b98cd3fb69381bfe96053ff-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/product-details-17.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/product-details-17.png	(from https://sellzy-preview.netlify.app/)
22:32:01	592/592	---M--	200	added ('OK')	image/png	etag:%22dd508e4fd889a05c6562389f393a731c-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/color-selector-1.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/color-selector-1.png	(from https://sellzy-preview.netlify.app/)
22:32:02	596/596	---M--	200	added ('OK')	image/png	etag:%22970dbe0cb6894501d0e4c24fc516b21f-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/color-selector-2.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/color-selector-2.png	(from https://sellzy-preview.netlify.app/)
22:32:02	555/555	---M--	200	added ('OK')	image/png	etag:%227c8d07e7893447379876c8e9d444d5bb-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/color-selector-3.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/color-selector-3.png	(from https://sellzy-preview.netlify.app/)
22:32:03	606/606	---M--	200	added ('OK')	image/png	etag:%22233f49d2b87e8e04e0e0356835a90ed4-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/color-selector-4.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/color-selector-4.png	(from https://sellzy-preview.netlify.app/)
22:32:03	150604/150604	---M--	200	added ('OK')	image/png	etag:%22aff0a589bbf281ea88bd8d79709619ea-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/product-details-19.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/product-details-19.png	(from https://sellzy-preview.netlify.app/)
22:32:04	147697/147697	---M--	200	added ('OK')	image/png	etag:%2275cfa6922b9048668f8d00105805e654-ssl%22	https://sellzy-preview.netlify.app/assets/images/product-details/product-details-20.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/product-details/product-details-20.png	(from https://sellzy-preview.netlify.app/)
22:32:05	6361/6361	---M--	200	added ('OK')	image/png	etag:%229e0ff59cfdcb054bfa780a5c41d66962-ssl%22	https://sellzy-preview.netlify.app/assets/images/blog/user-avatar-1.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/blog/user-avatar-1.png	(from https://sellzy-preview.netlify.app/)
22:32:05	22707/22707	---M--	200	added ('OK')	image/png	etag:%227d8050b930755e5670a49081e3bfe77a-ssl%22	https://sellzy-preview.netlify.app/assets/images/hand-sanitizer-1.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/hand-sanitizer-1.png	(from https://sellzy-preview.netlify.app/)
22:32:06	37661/37661	---M--	200	added ('OK')	image/png	etag:%22d06116850f28845ce22a144a3720761b-ssl%22	https://sellzy-preview.netlify.app/assets/images/combat.png	C:/python/py1/template%20html/django_10/sellzy-preview.netlify.app/assets/images/combat.png	(from https://sellzy-preview.netlify.app/)
